Observation ID,Date,Time,Troop,Observers,Location,Latitude,Longitude,Rain Type,Temperature,Cloud Cover,Wind,Den Type,Land Use,Wilderness,Park Habitat,Count,Complete Count?,Group Spread,Number juveniles/ Sub-Adults,# Pups,# Pregnant,Pregnant stage,Identifiable Individuals,Number sick,Confidence,Sick/Complete count (Y/N),Illness Rank,Description of Signs,Number injured,Description of Injuries,Feces,# Feces,Urine,Anal Gland Secr.,Group extinction,Mix,Split,#Dispersal M,#Disperse F,Troop Name,See troop notes,AM/PM,Time up,Not seen,Comments
KUBU251018,25-Oct-18,9:20,KUBU,LS,Not found,,,,,80,Slight,,,,,Not found,,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,No frequency heard. Searched from Buy n Build to Kubu Lodge passed River View Lodge and Bakwena Lodge and Chobe Big 5 Lodge.
KWA251018,25-Oct-18,9:58,KWA,LS,"In the bush near Kwalape, south of coordinates",-17.79829,25.21998,No Rain,,80,Slight,,Undeveloped,Slightly Degraded ,Shrubland thicket,Not seen but strong signal,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,"Frequency coming from bush, troop unseen. 148.6368 had fast sounding frequency - RC about to die? 148.0190 had normal frequency. "
CSL261018,26-Oct-18,8:40,CSL,"LS, LC",Parking lot in front of CSL,-17.80571,25.1478,No Rain,,90,Slight,,Lodge,Buildings,,12,No,,,,,,,0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Foraging in bush next to parking lot of CSL.
CCH261018,26-Oct-18,9:40,CCH,"LS, LC",Water tanks at CCH,-17.82779,25.1381,No Rain,,90,Slight,,Lodge,Buildings,,3,No,,,,,,BM56018,0,High,NA,NA,NA,0,NA,Yes,1,,,,,,,,,,,,,On the move.
PLAT261018,26-Oct-18,10:26,PLAT,"LS, LC",Shipping container in resident's yard on Thutwa Rd,-17.8035,25.16127,No Rain,,75,Slight,Shipping container,Residential,Buildings,,3,No,,,,,,,0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Playing and retreating to den site PLAT-D3.
CCH021118,2-Nov-18,9:30,CCH,"KA, LP",In bush behind last room,-17.82992,25.13689,No Rain,36,0,No,,Lodge,Slightly Degraded ,,31,No,ND,1,0,3,2,ND,1,High,ND,3,"Very swollen front leg, slightly hunched back",1,"Juvenile limpong back leg, could not see whichone",No,,,,,,,,,,,,,,7 adults run towards main building. Around 24 stayed sunning and playing in bush. Finally left.
ODH051118,5-Nov-18,8:40,ODH,LP,"Fade signal mainorad The Old House, searched from river front behind New Hope Clinic and MOW yety, to Kgaphamadi, no signal anywhere else.",-17.79271,25.15644,,,,,,,,,Not found fade signal,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,Not seen
PLAT051118,5-Nov-18,9:12,PLAT,LP,Park next to plateau stairs,-17.79978,25.15753,No Rain,,0,Slight,,Residential,Buildings,,7,Yes,,1,,,,,1,Low,N,1,Adult with swollen nose?,0,NA,No,,,,,,,,,,,,,,148.739 no signal. Two RC in troop. Run into metallic shet and didn't come out. Too far to identify ear tags
FOR051118,5-Nov-18,9:57,FOR,LP,Between houses next to ground water tanks,-17.80271,25.155396,No Rain,,0,Slight,,Residential,Buildings,,1,No,,,,,,,0,High,ND,NA,NA,0,NA,No,,,,,,,,,,,,,,"Male adut alone calling, could not see others but very strong signal. "
PAN051118,5-Nov-18,10:19,PAN,LP,Containers next to Pangoline Lodge,-17.81118,25.15481,No Rain,,0,Slight,Container,Lodge,Heavily degraded,,5,No,,1,,,,"BM55318, BM55018",1,Low,Y,1,BM55318 enlarged testicles,0,NA,No,,,,,,,,,,,,,,Dening under container. Could only observe 5 that run into bush but can clearly heare more in den.
KWA121118,12-Nov-18,10:03,KWA,LP,In pile of brunches and logs at construction site front of MOW,-17.79857,25.22264,No Rain,,0,Very,"Pile of brunches, logs",Undeveloped,Heavily degraded,,4,No,5,4,,,,0,0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,"Couls dee 2 SA and 2 Juv but hear more between logs. Both RC were there (BM49418, BM49518). 148.6368 very slow signal, about to die."
TBE121118,12-Nov-18,11:16,TBE,LP,Under swimmingpool deck Sandpiper villa Lodge,-17.78686,25.18306,No Rain,,0,Very,Swimmingpool deck,Lodge,Buildings,,12,No,10,,,,,BM52418,ND,NA,NA,NA,NA,ND,NA,No,,,,,,,,,,,,,,"SA two ear tags right + notch left. Hard to identifie sick/injured, lying under deck, dark"
MOW121118,12-Nov-18,11:24,MOW,LP,Under container next to staff village MOW,-17.78381,25.15914,No Rain,,0,Very,Under Container,Lodge,Buildings,,5,No,,,,,,,1,Low,NA,1,"Individual qith brown belt RC maybe swollen face? Int is lying in sun on very hot sand, moves and behaves funny",0,NA,No,,,,,,,,,,,,,,Probabely sick individual maybe RC to tight?
KWA151118,15-Nov-18,8:47,KWA,"LP, LC",In pile of brunches and logs at construction site front of MOW,-17.79857,25.22264,No Rain,,0,Slight,"Pile of brunches, logs",Undeveloped,Heavily degraded,,10,No,,1,,,,BM49418,ND,NA,NA,NA,NA,ND,NA,Yes,3,No,No,,,,,,,,,,,"At arrival we saw around 6 mongoose crossing main road towards KWA. At the den we say another 4 mongoose, at least one Juv and more in den. After 10 min around 4 mongoose came back from main road. Hard to identify sich/injured cause hiding between brunches. RC does not look pregnant anymore."
KUBU151118,15-Nov-18,9:30,Kubu,"LP, LC",Bakweena Lodge,-17.79517,25.235037,No Rain,,0,Slight,,Lodge,,,Not seen,,,,,,,,NA,NA,NA,NA,NA,NA,NA,Yes,1,,,,,,,,,,,,,"Staff said they werede denning there till yesterday, and have lots of pups"
TBE151118,15-Nov-18,10:07,TBE,"LP, LC",Haskins,-17.78462,25.17508,No Rain,,0,Slight,,Urban,Buildings,,21,Yes,15,3,,4,"2,3","BM52318, BM52518, BM52418",2,High,N,"1,3","BM52418 swollen testicles, juv with swollen dark nose",0,NA,No,,,,,,,,,,,,,,Were eating trash at Haskins. After run into storage building at Sefalana.
UNK161118,16-Nov-18,7:40,UNK,"LP, LC",Plateau  ,-17.81019,25.15625,No Rain,,0,Slight,,Urban,Buildings,,7,Yes,,,,4,"2,3",NA,1,High,N,3,"Pregnant 2/3 with crust around nose, looks very pregnant but slim.", ,Pregnant 2/3 fractured tail looks slim,No,,,,,1,,,,PAN?,,,,,Half tail use to be with PAN?
FOR161118,16-Nov-18,8:00,FOR,"LP, LC",Plateau ground water tanks,-17.80291,25.15617,No Rain,,0,Slight,,Urban,Buildings,,4,No,,ND,,,,BM44717,ND,NA,NA,NA,NA,ND,NA,No,,,,,,,,,,,,,,Hiding between houses.
PLAT161118,16-Nov-18,8:20,PLAT,"LP, LC",Plateau Clinic,-17.79977,25.16055,No Rain,,0,Slight,,Urban,Buildings,,8,Yes,,1,,,,"BM53618, BM45917, BM53718",1,High,Y,2,"SA swollen face, testies and watery eyes",0,NA,No,,,,,,,,,,,,,,"Three RC, not sure the ID of other two (male no notch, female right or left notch)"
PAN161118,16-Nov-18,9:00,PAN,"LP, LC",Between DWNP office and CCH road,-17.815646,25.151209,No Rain,,0,Slight,,National Park,Slightly Degraded ,Open shrubland,Not seen,,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,
CCH031218,3-Dec-18,8:30,CCH,LP,"In bush, fade signal",,,No Rain,,0,Slight,,National Park,,,Not seen,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,, fade signal from this pint towards bush -17.825976  25.139266
CSL031218,3-Dec-18,8:45,CSL,LP,In bush between main road and sunset road,,,No Rain,,0,Slight,,National Park,,,Not seen,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,"Fade signal towards main tar road from -17.811926  25.150343
"
PAN031218,3-Dec-18,9:08,PAN,LP,Nehind DWNP offices,-17.815836,25.153403,No Rain,,0,Slight,,National Park,Slightly Degraded ,,8,No,,,,,,BM46518 from FOR? ,1,High,ND,3,"Ad walks funny, dark face and pig nose",ND,NA,Yes,1,,,,,,1,,FOR to PAN?,,,,,"Run deeper into bush, could not see all of them. Signal from BM55318. "
PLAT031218,3-Dec-18,9:43,PLAT,LP,Plateau gound water tanks,-17.801632,25.157522,No Rain,,10,Slight,Scrap heap,National Park,Slightly Degraded ,,6,No,,,,,,BM53618,0,Low,NA,NA,NA,1,"Male RC no eaar tags skinny, limping back right leg",No,,,,,,,1,,"RC male must be from another troop, PLAT has no male radiocollared",,,,,
FOR031218,3-Dec-18,9:56,FOR,LP,"Between houses Tao close road, plateau",-17.803655,25.155803,No Rain,,10,Slight,,Residential,Buildings,,10,No,,2,4,1,1,BM44717,1,High,ND,2,Ad good body condition but dark face with swollen nose and dropping testicles,1,Pup limping back legs.,No,,,,,,,,,,,,,,Pups around 1 month old. Two SA with two ear tags on the right and non on the left (probabely lost). The female is preagnet the other has notch on the right. RC BM44717 nursering 3 pups
CSL051218,5-Dec-18,10:57,CSL,LP,AT fallen tree under baobab,-17.80813,25.14878,No Rain,,10,Slight,,National Park,Slightly Degraded ,,24,No,,5,,,,,0,NA,NA,NA,NA,1,Adult with fretured tail running funny,Yes,1,,,,,,,,,,,,,"Run inmediately towrds Bush lodge. I collected one very fresh feces. Then I followed them and found them at the garden next to  the reception of Bush Lodge. One Juv was eating a dung beatle, others lying and sleeping . Not seen but strong signal BM48217."
ODH051218,5-Dec-18,12:05,ODH,LP,Behind Consil offices,,,No Rain,,10,Slight,,Urban,Slightly Degraded ,,Not seen but strong signal,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,
