,Date,Troop,Latitude,Longitude,Count,Complete Count?,ObsYear,ObsMonth,Tuple,cleaner
1616,2017-11-24,WDL,-17.80975,25.1576,15.0,No,2017.0,11.0,"(11.0, 2017.0)",1.0
1617,2017-12-04,WDL,-17.80866,25.15454,7.0,No,2017.0,12.0,"(12.0, 2017.0)",1.0
1618,2017-12-07,WDL,-17.80963,25.15423,6.0,No,2017.0,12.0,"(12.0, 2017.0)",1.0
1619,2017-12-08,WDL,-17.81039,25.15388,24.0,No,2017.0,12.0,"(12.0, 2017.0)",1.0
1620,2017-12-11,WDL,-17.8109,25.15684,16.0,No,2017.0,12.0,"(12.0, 2017.0)",1.0
1621,2017-12-13,WDL,-17.81326,25.15316,6.0,No,2017.0,12.0,"(12.0, 2017.0)",1.0
1622,2017-12-21,WDL,-17.813039,25.156235,13.0,No,2017.0,12.0,"(12.0, 2017.0)",1.0
1623,2017-12-22,WDL,-17.811752,25.154834,14.0,No,2017.0,12.0,"(12.0, 2017.0)",1.0
1624,2017-12-26,WDL,-17.807677 ,25.154765,3.0,No,2017.0,12.0,"(12.0, 2017.0)",1.0
1625,2017-12-26,WDL,-17.81034,25.15466,11.0,No,2017.0,12.0,"(12.0, 2017.0)",1.0
1626,2018-01-02,WDL,-17.81021,25.15923,12.0,No,2018.0,1.0,"(1.0, 2018.0)",1.0
1627,2018-01-06,WDL,-17.813346,25.15338,23.0,Yes,2018.0,1.0,"(1.0, 2018.0)",1.0
1628,2018-01-08,WDL,-17.813545,25.153308,9.0,No,2018.0,1.0,"(1.0, 2018.0)",1.0
1629,2018-01-09,WDL,-17.814395,25.154665,22.0,Yes,2018.0,1.0,"(1.0, 2018.0)",1.0
1630,2018-01-11,WDL,-17.81002,25.15477,25.0,No,2018.0,1.0,"(1.0, 2018.0)",1.0
1631,2018-01-17,WDL,-17.813315,25.156063,7.0,No,2018.0,1.0,"(1.0, 2018.0)",1.0
1632,2018-01-18,WDL,-17.805848,25.160505,19.0,No,2018.0,1.0,"(1.0, 2018.0)",1.0
1633,2018-02-02,WDL,-17.810713,25.156921,25.0,No,2018.0,2.0,"(2.0, 2018.0)",1.0
1634,2018-02-09,WDL,-17.810557,25.155813,8.0,No,2018.0,2.0,"(2.0, 2018.0)",1.0
1635,2018-02-14,WDL,-17.81108,25.15462,2.0,No,2018.0,2.0,"(2.0, 2018.0)",1.0
1636,2018-02-15,WDL,-17.80882,25.15706,18.0,No,2018.0,2.0,"(2.0, 2018.0)",1.0
1637,2018-02-21,WDL,-17.81092,25.15694,19.0,Yes,2018.0,2.0,"(2.0, 2018.0)",1.0
1638,2018-02-22,WDL,-17.81069,25.15575,6.0,No,2018.0,2.0,"(2.0, 2018.0)",1.0
1639,2018-03-05,WDL,-1780742,25.15562,6.0,No,2018.0,3.0,"(3.0, 2018.0)",1.0
1640,2018-03-09,WDL,-17.81056,25.15737,13.0,No,2018.0,3.0,"(3.0, 2018.0)",1.0
1641,2018-03-21,WDL,-17.80817,25.1532,9.0,No,2018.0,3.0,"(3.0, 2018.0)",1.0
1642,2018-03-31,WDL,-17.811158,25.154847,16.0,No,2018.0,3.0,"(3.0, 2018.0)",1.0
